Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emissions(g/km),Smog Rating,AllOrFourWheelDrive,NumberOfGears,isCVT,Log Fuel Consumption(Comb (L/100 km)),Log CO2 Emissions(g/km),Log Engine Size(L),Log Fuel Consumption(Hwy (L/100 km)),Log Fuel Consumption(City (L/100 km))
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.1,12.4,14.4,20,338,6,True,10.0,False,2.667228206581955,5.823045895483019,1.667706820558076,2.517696472610991,2.7788192719904172
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.6,14.0,15.4,18,360,6,True,10.0,False,2.7343675094195836,5.886104031450156,1.667706820558076,2.6390573296152584,2.8094026953624978
GMC,Pickup truck: Standard,5.3,larger/equal to 8,A,H,18.1,13.8,16.2,17,381,6,True,10.0,False,2.785011242238338,5.942799375126701,1.667706820558076,2.624668592163159,2.89591193827178
GMC,Pickup truck: Standard,6.2,larger/equal to 8,A,L,15.7,11.9,14.0,20,329,6,True,10.0,False,2.6390573296152584,5.796057750765372,1.824549292051046,2.4765384001174837,2.7536607123542622
GMC,Pickup truck: Standard,6.2,larger/equal to 8,A,L,16.6,12.3,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.509599262378372,2.8094026953624978
GMC,Pickup truck: Standard,6.2,larger/equal to 8,A,L,16.5,13.2,15.0,19,352,6,True,10.0,False,2.70805020110221,5.863631175598097,1.824549292051046,2.580216829592325,2.803360380906535
GMC,Pickup truck: Standard,6.2,larger/equal to 8,A,L,18.2,14.2,16.4,17,385,6,True,10.0,False,2.797281334830153,5.953243334287785,1.824549292051046,2.653241964607215,2.9014215940827497
GMC,SUV: Small,1.5,smaller/equal to 5,A,H,9.2,7.8,8.6,33,202,7,False,9.0,False,2.151762203259462,5.308267697401205,0.4054651081081644,2.0541237336955462,2.2192034840549946
GMC,SUV: Small,1.5,smaller/equal to 5,A,H,9.6,8.3,9.0,31,212,7,True,9.0,False,2.1972245773362196,5.356586274672012,0.4054651081081644,2.1162555148025524,2.2617630984737906
GMC,SUV: Standard,3.0,equal to 6,A,L,11.2,8.7,10.1,28,272,3,False,10.0,False,2.312535423847214,5.605802066295998,1.0986122886681098,2.163323025660538,2.4159137783010487
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,15.8,11.8,14.0,20,327,6,False,10.0,False,2.6390573296152584,5.7899601708972535,1.667706820558076,2.468099531471619,2.760009940032921
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,16.0,11.9,14.1,20,332,6,False,10.0,False,2.6461747973841225,5.805134968916488,1.667706820558076,2.4765384001174837,2.772588722239781
GMC,SUV: Standard,3.0,equal to 6,A,L,11.7,9.0,10.5,27,281,3,True,10.0,False,2.3513752571634776,5.638354669333745,1.0986122886681098,2.1972245773362196,2.4595888418037104
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,15.8,11.8,14.0,20,327,6,True,10.0,False,2.6390573296152584,5.7899601708972535,1.667706820558076,2.468099531471619,2.760009940032921
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,17.0,12.7,15.1,19,354,6,True,10.0,False,2.714694743820879,5.869296913133774,1.667706820558076,2.5416019934645457,2.833213344056216
GMC,SUV: Standard,6.2,larger/equal to 8,A,L,16.3,12.7,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.5416019934645457,2.791165107812717
GMC,SUV: Standard,6.2,larger/equal to 8,A,L,17.0,12.7,15.1,19,353,6,True,10.0,False,2.714694743820879,5.8664680569332965,1.824549292051046,2.5416019934645457,2.833213344056216
GMC,SUV: Standard,3.0,equal to 6,A,L,11.2,8.7,10.1,28,272,3,False,10.0,False,2.312535423847214,5.605802066295998,1.0986122886681098,2.163323025660538,2.4159137783010487
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,15.8,11.8,14.0,20,327,6,False,10.0,False,2.6390573296152584,5.7899601708972535,1.667706820558076,2.468099531471619,2.760009940032921
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,16.0,11.9,14.1,20,332,6,False,10.0,False,2.6461747973841225,5.805134968916488,1.667706820558076,2.4765384001174837,2.772588722239781
GMC,SUV: Standard,3.0,equal to 6,A,L,11.7,9.0,10.5,27,281,3,True,10.0,False,2.3513752571634776,5.638354669333745,1.0986122886681098,2.1972245773362196,2.4595888418037104
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,15.9,12.4,14.3,20,336,6,True,10.0,False,2.6602595372658615,5.817111159963204,1.667706820558076,2.517696472610991,2.766319109226186
GMC,SUV: Standard,5.3,larger/equal to 8,A,H,17.0,12.7,15.1,19,354,6,True,10.0,False,2.714694743820879,5.869296913133774,1.667706820558076,2.5416019934645457,2.833213344056216
GMC,SUV: Standard,6.2,larger/equal to 8,A,L,16.3,12.7,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.5416019934645457,2.791165107812717
GMC,SUV: Standard,6.2,larger/equal to 8,A,L,17.0,12.7,15.1,19,353,6,True,10.0,False,2.714694743820879,5.8664680569332965,1.824549292051046,2.5416019934645457,2.833213344056216
Honda,Small,1.5,smaller/equal to 5,AV,H,7.8,6.5,7.2,39,168,7,False,7.959025470653378,True,1.9740810260220096,5.123963979403259,0.4054651081081644,1.8718021769015913,2.0541237336955462
Honda,Small,1.5,smaller/equal to 5,AV,H,8.1,6.8,7.5,38,176,7,False,7.0,True,2.0149030205422647,5.170483995038151,0.4054651081081644,1.916922612182061,2.0918640616783932
Honda,Small,2.0,smaller/equal to 5,AS,H,10.4,7.4,9.1,31,211,7,False,10.0,False,2.2082744135228043,5.351858133476067,0.6931471805599453,2.0014800002101243,2.341805806147327
Honda,Small,2.0,smaller/equal to 5,AV,H,5.0,5.0,5.0,56,117,7,False,7.959025470653378,True,1.6094379124341003,4.762173934797756,0.6931471805599453,1.6094379124341003,1.6094379124341003
Honda,Small,2.0,smaller/equal to 5,AV,H,5.3,5.7,5.5,51,129,7,False,7.959025470653378,True,1.7047480922384253,4.859812404361672,0.6931471805599453,1.7404661748405046,1.667706820558076
Honda,Small,1.5,smaller/equal to 5,AV,H,7.7,6.3,7.1,40,166,7,False,7.0,True,1.9600947840472698,5.111987788356544,0.4054651081081644,1.840549633397487,2.0412203288596382
Honda,Small,1.5,smaller/equal to 5,M,H,8.5,6.3,7.5,38,175,6,False,smaller/equal to 6,False,2.0149030205422647,5.1647859739235145,0.4054651081081644,1.840549633397487,2.1400661634962708
Honda,Small,2.0,smaller/equal to 5,AV,H,8.0,6.2,7.2,39,167,7,False,7.959025470653378,True,1.9740810260220096,5.117993812416755,0.6931471805599453,1.824549292051046,2.0794415416798357
Honda,Small,2.0,smaller/equal to 5,M,H,9.1,6.6,8.0,35,186,6,False,smaller/equal to 6,False,2.0794415416798357,5.225746673713202,0.6931471805599453,1.8870696490323797,2.2082744135228043
Honda,Mid-size,1.5,smaller/equal to 5,AV,H,7.6,6.1,6.9,41,162,7,False,7.0,True,1.9315214116032138,5.087596335232384,0.4054651081081644,1.8082887711792655,2.028148247292285
Honda,Mid-size,2.0,smaller/equal to 5,AV,H,7.7,6.0,6.9,41,162,7,False,7.959025470653378,True,1.9315214116032138,5.087596335232384,0.6931471805599453,1.791759469228055,2.0412203288596382
Honda,Mid-size,2.0,smaller/equal to 5,AV,H,7.8,6.3,7.1,40,165,7,False,7.0,True,1.9600947840472698,5.10594547390058,0.6931471805599453,1.840549633397487,2.0541237336955462
Honda,Mid-size,1.5,smaller/equal to 5,M,L,8.7,6.4,7.7,37,180,6,False,smaller/equal to 6,False,2.0412203288596382,5.19295685089021,0.4054651081081644,1.8562979903656263,2.163323025660538
Honda,SUV: Small,1.5,smaller/equal to 5,AV,H,8.3,7.0,7.7,37,180,6,False,7.959025470653378,True,2.0412203288596382,5.19295685089021,0.4054651081081644,1.9459101490553132,2.1162555148025524
Honda,SUV: Small,1.5,smaller/equal to 5,AV,H,8.7,7.4,8.1,35,189,6,True,7.959025470653378,True,2.0918640616783932,5.241747015059643,0.4054651081081644,2.0014800002101243,2.163323025660538
Honda,Small,1.8,smaller/equal to 5,AV,H,8.4,7.0,7.8,36,181,5,False,7.959025470653378,True,2.0541237336955462,5.198497031265826,0.5877866649021191,1.9459101490553132,2.128231705849268
Honda,Small,1.8,smaller/equal to 5,AV,H,8.8,7.5,8.2,34,193,5,True,7.959025470653378,True,2.1041341542702074,5.262690188904886,0.5877866649021191,2.0149030205422647,2.174751721484161
Honda,Small,1.8,smaller/equal to 5,AV,H,9.1,7.7,8.5,33,200,5,True,7.0,True,2.1400661634962708,5.298317366548036,0.5877866649021191,2.0412203288596382,2.2082744135228043
Honda,Small,3.5,equal to 6,AS,H,12.2,8.5,10.6,27,248,5,False,10.0,False,2.3608540011180215,5.5134287461649825,1.252762968495368,2.1400661634962708,2.501435951739211
Honda,SUV: Small,3.5,equal to 6,AS,H,12.5,9.8,11.3,25,265,3,True,9.0,False,2.424802725718295,5.579729825986222,1.252762968495368,2.2823823856765264,2.5257286443082556
Honda,SUV: Small,3.5,equal to 6,AS,H,12.4,9.3,11.0,26,256,3,True,9.0,False,2.3978952727983707,5.545177444479562,1.252762968495368,2.2300144001592104,2.517696472610991
Honda,SUV: Small,3.5,equal to 6,AS,H,12.3,9.5,11.1,25,260,3,True,9.0,False,2.4069451083182885,5.560681631015528,1.252762968495368,2.2512917986064953,2.509599262378372
Honda,Pickup truck: Standard,3.5,equal to 6,AS,H,12.8,9.9,11.5,25,271,3,True,9.0,False,2.4423470353692043,5.602118820879701,1.252762968495368,2.2925347571405443,2.5494451709255714
Hyundai,Mid-size,1.6,smaller/equal to 5,AM,H,8.4,6.6,7.6,37,179,5,False,7.0,False,2.028148247292285,5.187385805840755,0.47000362924573563,1.8870696490323797,2.128231705849268
Hyundai,Mid-size,2.0,smaller/equal to 5,AV,H,7.6,5.7,6.7,42,158,5,False,smaller/equal to 6,True,1.9021075263969205,5.062595033026967,0.6931471805599453,1.7404661748405046,2.028148247292285
Hyundai,Mid-size,2.0,smaller/equal to 5,AV,H,7.1,5.5,6.4,44,151,5,False,smaller/equal to 6,True,1.8562979903656263,5.017279836814924,0.6931471805599453,1.7047480922384253,1.9600947840472698
Hyundai,Mid-size,2.0,smaller/equal to 5,M,H,9.1,6.3,7.8,36,185,5,False,smaller/equal to 6,False,2.0541237336955462,5.220355825078324,0.6931471805599453,1.840549633397487,2.2082744135228043
Hyundai,Mid-size,2.0,smaller/equal to 5,AM,L,12.1,7.9,10.2,28,241,3,False,8.0,False,2.322387720290225,5.484796933490655,0.6931471805599453,2.066862759472976,2.4932054526026954
Hyundai,Mid-size,2.0,smaller/equal to 5,M,L,10.9,7.7,9.4,30,223,3,False,smaller/equal to 6,False,2.2407096892759584,5.407171771460119,0.6931471805599453,2.0412203288596382,2.388762789235098
Hyundai,Mid-size,1.6,smaller/equal to 5,AM,H,4.5,4.2,4.4,64,103,7,False,smaller/equal to 6,False,1.4816045409242156,4.634728988229636,0.47000362924573563,1.4350845252893227,1.5040773967762742
Hyundai,Small,1.6,smaller/equal to 5,AM,H,4.3,4.1,4.2,67,99,7,False,smaller/equal to 6,False,1.4350845252893227,4.59511985013459,0.47000362924573563,1.410986973710262,1.4586150226995167
Hyundai,Small,1.6,smaller/equal to 5,AM,H,4.0,3.9,4.0,71,94,7,False,smaller/equal to 6,False,1.3862943611198906,4.543294782270004,0.47000362924573563,1.3609765531356006,1.3862943611198906
Hyundai,SUV: Small,2.0,smaller/equal to 5,AV,H,8.0,6.6,7.4,38,174,7,False,7.959025470653378,True,2.0014800002101243,5.159055299214529,0.6931471805599453,1.8870696490323797,2.0794415416798357
Hyundai,SUV: Small,2.0,smaller/equal to 5,AM,L,11.8,8.7,10.4,27,246,3,False,8.0,False,2.341805806147327,5.5053315359323625,0.6931471805599453,2.163323025660538,2.468099531471619
Hyundai,SUV: Small,1.6,smaller/equal to 5,AM,H,8.8,7.4,8.2,34,193,5,True,7.0,False,2.1041341542702074,5.262690188904886,0.47000362924573563,2.0014800002101243,2.174751721484161
Hyundai,SUV: Small,2.0,smaller/equal to 5,AV,H,8.5,7.2,7.9,36,187,7,True,7.959025470653378,True,2.066862759472976,5.231108616854587,0.6931471805599453,1.9740810260220096,2.1400661634962708
Hyundai,SUV: Standard,3.8,equal to 6,AS,H,12.3,9.6,11.1,25,265,5,True,8.0,False,2.4069451083182885,5.579729825986222,1.33500106673234,2.2617630984737906,2.509599262378372
Hyundai,Small,2.5,smaller/equal to 5,AM,H,12.1,8.6,10.6,27,250,5,True,8.0,False,2.3608540011180215,5.521460917862246,0.9162907318741551,2.151762203259462,2.4932054526026954
Hyundai,SUV: Small,2.5,smaller/equal to 5,AM,H,11.0,8.5,9.9,29,233,5,True,8.0,False,2.2925347571405443,5.4510384535657,0.9162907318741551,2.1400661634962708,2.3978952727983707
Hyundai,SUV: Small,2.5,smaller/equal to 5,AS,H,10.6,9.3,10.0,28,235,7,True,8.0,False,2.302585092994046,5.459585514144159,0.9162907318741551,2.2300144001592104,2.3608540011180215
Hyundai,SUV: Small,1.6,smaller/equal to 5,AM,H,7.1,7.9,7.4,38,176,7,False,smaller/equal to 6,False,2.0014800002101243,5.170483995038151,0.47000362924573563,2.066862759472976,1.9600947840472698
Hyundai,Small,1.6,smaller/equal to 5,AS,H,8.8,6.4,7.7,37,183,5,False,8.0,False,2.0412203288596382,5.209486152841421,0.47000362924573563,1.8562979903656263,2.174751721484161
Hyundai,Small,2.5,smaller/equal to 5,AM,H,10.1,7.2,8.8,32,208,5,False,8.0,False,2.174751721484161,5.337538079701318,0.9162907318741551,1.9740810260220096,2.312535423847214
Hyundai,Small,2.5,smaller/equal to 5,AS,H,8.8,6.4,7.7,37,182,7,False,8.0,False,2.0412203288596382,5.204006687076795,0.9162907318741551,1.8562979903656263,2.174751721484161
Hyundai,Small,2.0,smaller/equal to 5,AM,H,5.3,4.6,5.0,56,117,7,False,smaller/equal to 6,False,1.6094379124341003,4.762173934797756,0.6931471805599453,1.5260563034950492,1.667706820558076
Hyundai,SUV: Small,2.5,smaller/equal to 5,AS,H,9.1,7.1,8.2,34,194,5,False,8.0,False,2.1041341542702074,5.267858159063328,0.9162907318741551,1.9600947840472698,2.2082744135228043
Hyundai,SUV: Small,2.5,smaller/equal to 5,AS,H,9.9,8.0,9.0,31,214,5,True,8.0,False,2.1972245773362196,5.365976015021851,0.9162907318741551,2.0794415416798357,2.2925347571405443
Hyundai,SUV: Small,1.6,smaller/equal to 5,AM,H,6.3,6.6,6.4,44,152,7,False,smaller/equal to 6,False,1.8562979903656263,5.0238805208462765,0.47000362924573563,1.8870696490323797,1.840549633397487
Hyundai,Large,2.0,smaller/equal to 5,AM,L,12.0,8.6,10.5,27,248,3,False,8.0,False,2.3513752571634776,5.5134287461649825,0.6931471805599453,2.151762203259462,2.4849066497880004
Hyundai,Large,2.0,smaller/equal to 5,M,L,10.6,8.3,9.5,30,226,3,False,smaller/equal to 6,False,2.2512917986064953,5.420534999272286,0.6931471805599453,2.1162555148025524,2.3608540011180215
Hyundai,Mid-size,1.6,smaller/equal to 5,AV,H,7.9,6.9,7.5,38,176,5,False,smaller/equal to 6,True,2.0149030205422647,5.170483995038151,0.47000362924573563,1.9315214116032138,2.066862759472976
Hyundai,Mid-size,1.6,smaller/equal to 5,M,H,8.6,6.8,7.8,36,184,5,False,smaller/equal to 6,False,2.0541237336955462,5.214935757608986,0.47000362924573563,1.916922612182061,2.151762203259462
Infiniti,Mid-size,3.0,equal to 6,AS,L,12.5,8.7,10.8,26,254,3,True,7.0,False,2.379546134130174,5.537334267018537,1.0986122886681098,2.163323025660538,2.5257286443082556
Infiniti,Mid-size,3.0,equal to 6,AS,L,12.5,9.3,11.1,25,261,3,True,7.0,False,2.4069451083182885,5.564520407322694,1.0986122886681098,2.2300144001592104,2.5257286443082556
Infiniti,Large,3.0,equal to 6,AS,L,12.3,8.7,10.7,26,252,3,True,7.0,False,2.3702437414678603,5.529429087511423,1.0986122886681098,2.163323025660538,2.509599262378372
Infiniti,Large,3.0,equal to 6,AS,L,12.5,9.2,11.0,26,259,3,True,7.0,False,2.3978952727983707,5.556828061699537,1.0986122886681098,2.2192034840549946,2.5257286443082556
Infiniti,SUV: Small,2.0,smaller/equal to 5,AV,L,10.8,8.3,9.7,29,228,6,True,8.0,True,2.272125885509337,5.429345628954441,0.6931471805599453,2.1162555148025524,2.379546134130174
Infiniti,SUV: Small,2.0,smaller/equal to 5,AV,L,10.5,8.3,9.5,30,223,6,True,8.0,True,2.2512917986064953,5.407171771460119,0.6931471805599453,2.1162555148025524,2.3513752571634776
Infiniti,SUV: Standard,3.5,equal to 6,AS,L,11.9,9.5,10.8,26,253,5,True,9.0,False,2.379546134130174,5.53338948872752,1.252762968495368,2.2512917986064953,2.4765384001174837
Infiniti,SUV: Standard,5.6,larger/equal to 8,AS,L,17.5,12.2,15.1,19,355,3,True,7.0,False,2.714694743820879,5.872117789475416,1.7227665977411035,2.501435951739211,2.8622008809294686
Jaguar,SUV: Small,2.0,smaller/equal to 5,AS,L,11.5,9.2,10.4,27,247,7,False,9.0,False,2.341805806147327,5.5093883366279774,0.6931471805599453,2.2192034840549946,2.4423470353692043
Jaguar,SUV: Small,2.0,smaller/equal to 5,AS,L,11.2,9.2,10.3,27,245,7,False,9.0,False,2.33214389523559,5.501258210544727,0.6931471805599453,2.2192034840549946,2.4159137783010487
Jaguar,Smallest,5.0,larger/equal to 8,AS,L,14.1,9.7,12.1,23,286,3,False,8.0,False,2.4932054526026954,5.655991810819852,1.6094379124341003,2.272125885509337,2.6461747973841225
Jaguar,Smallest,5.0,larger/equal to 8,AS,L,15.2,9.8,12.7,22,299,3,True,8.0,False,2.5416019934645457,5.700443573390687,1.6094379124341003,2.2823823856765264,2.7212954278522306
Jaguar,Smallest,5.0,larger/equal to 8,AS,L,14.1,9.7,12.1,23,286,3,False,8.0,False,2.4932054526026954,5.655991810819852,1.6094379124341003,2.272125885509337,2.6461747973841225
Jaguar,Smallest,5.0,larger/equal to 8,AS,L,15.2,9.8,12.7,22,299,3,True,8.0,False,2.5416019934645457,5.700443573390687,1.6094379124341003,2.2823823856765264,2.7212954278522306
Jaguar,Smallest,5.0,larger/equal to 8,AS,L,15.2,9.8,12.7,22,299,3,True,8.0,False,2.5416019934645457,5.700443573390687,1.6094379124341003,2.2823823856765264,2.7212954278522306
Jaguar,Smallest,5.0,larger/equal to 8,AS,L,15.2,9.8,12.7,22,299,3,True,8.0,False,2.5416019934645457,5.700443573390687,1.6094379124341003,2.2823823856765264,2.7212954278522306
Jeep,SUV: Small,2.0,smaller/equal to 5,A,H,10.4,7.6,9.1,31,214,5,False,9.0,False,2.2082744135228043,5.365976015021851,0.6931471805599453,2.028148247292285,2.341805806147327
Jeep,SUV: Small,2.4,smaller/equal to 5,A,H,10.8,7.5,9.3,30,219,6,False,9.0,False,2.2300144001592104,5.389071729816501,0.8754687373538999,2.0149030205422647,2.379546134130174
Jeep,SUV: Small,3.2,equal to 6,A,H,11.9,8.2,10.2,28,240,5,False,9.0,False,2.322387720290225,5.480638923341991,1.1631508098056809,2.1041341542702074,2.4765384001174837
Jeep,SUV: Small,2.0,smaller/equal to 5,A,H,11.2,8.0,9.8,29,229,5,True,9.0,False,2.2823823856765264,5.43372200355424,0.6931471805599453,2.0794415416798357,2.4159137783010487
Jeep,SUV: Small,2.4,smaller/equal to 5,A,H,11.2,8.0,9.8,29,230,6,True,9.0,False,2.2823823856765264,5.438079308923196,0.8754687373538999,2.0794415416798357,2.4159137783010487
Jeep,SUV: Small,3.2,equal to 6,A,H,12.2,8.6,10.6,27,249,5,True,9.0,False,2.3608540011180215,5.517452896464707,1.1631508098056809,2.151762203259462,2.501435951739211
Jeep,SUV: Small,3.2,equal to 6,A,H,12.9,9.7,11.5,25,268,5,True,9.0,False,2.4423470353692043,5.5909869805108565,1.1631508098056809,2.272125885509337,2.5572273113676265
Jeep,SUV: Small,2.4,smaller/equal to 5,A,H,10.6,7.6,9.3,30,218,6,False,smaller/equal to 6,False,2.2300144001592104,5.384495062789089,0.8754687373538999,2.028148247292285,2.3608540011180215
Jeep,SUV: Small,2.4,smaller/equal to 5,A,H,10.8,7.8,9.5,30,222,6,True,9.0,False,2.2512917986064953,5.402677381872279,0.8754687373538999,2.0541237336955462,2.379546134130174
Jeep,Pickup truck: Standard,3.0,equal to 6,A,L,10.8,8.5,9.8,29,263,1,True,8.0,False,2.2823823856765264,5.572154032177765,1.0986122886681098,2.1400661634962708,2.379546134130174
Jeep,Pickup truck: Standard,3.0,equal to 6,A,L,11.0,8.7,10.0,28,271,1,True,8.0,False,2.302585092994046,5.602118820879701,1.0986122886681098,2.163323025660538,2.3978952727983707
Jeep,Pickup truck: Standard,3.6,equal to 6,A,H,13.7,10.7,12.3,23,290,7,True,8.0,False,2.509599262378372,5.66988092298052,1.2809338454620642,2.3702437414678603,2.617395832834079
Jeep,Pickup truck: Standard,3.6,equal to 6,M,H,14.3,10.4,12.6,22,296,5,True,smaller/equal to 6,False,2.533696813957432,5.69035945432406,1.2809338454620642,2.341805806147327,2.6602595372658615
Jeep,SUV: Standard,3.6,equal to 6,A,H,12.3,9.2,10.9,26,256,7,True,8.0,False,2.388762789235098,5.545177444479562,1.2809338454620642,2.2192034840549946,2.509599262378372
Jeep,SUV: Standard,5.7,larger/equal to 8,A,H,16.7,10.9,14.1,20,331,5,True,8.0,False,2.6461747973841225,5.802118375377063,1.7404661748405046,2.388762789235098,2.8154087194227095
Jeep,SUV: Standard,3.6,equal to 6,A,H,13.0,9.4,11.3,25,266,7,True,8.0,False,2.424802725718295,5.583496308781699,1.2809338454620642,2.2407096892759584,2.5649493574615367
Jeep,SUV: Standard,5.7,larger/equal to 8,A,H,16.7,10.9,14.1,20,331,5,True,8.0,False,2.6461747973841225,5.802118375377063,1.7404661748405046,2.388762789235098,2.8154087194227095
Jeep,SUV: Standard,3.6,equal to 6,A,H,12.7,9.6,11.3,25,265,7,True,8.0,False,2.424802725718295,5.579729825986222,1.2809338454620642,2.2617630984737906,2.5416019934645457
Jeep,SUV: Standard,6.4,larger/equal to 8,A,L,18.6,12.8,16.0,18,374,1,True,8.0,False,2.772588722239781,5.924255797414532,1.8562979903656263,2.5494451709255714,2.9231615807191558
Jeep,SUV: Small,1.3,smaller/equal to 5,A,H,9.8,7.4,8.7,32,204,6,False,9.0,False,2.163323025660538,5.318119993844216,0.26236426446749106,2.0014800002101243,2.2823823856765264
Jeep,SUV: Small,1.3,smaller/equal to 5,A,H,10.1,8.1,9.2,31,222,6,True,9.0,False,2.2192034840549946,5.402677381872279,0.26236426446749106,2.0918640616783932,2.312535423847214
Jeep,SUV: Small,1.3,smaller/equal to 5,A,H,10.8,8.7,9.9,29,231,6,True,9.0,False,2.2925347571405443,5.442417710521793,0.26236426446749106,2.163323025660538,2.379546134130174
Jeep,SUV: Standard,5.7,larger/equal to 8,A,H,15.6,11.7,13.8,20,323,5,True,8.0,False,2.624668592163159,5.777652323222656,1.7404661748405046,2.4595888418037104,2.747270914255491
Jeep,SUV: Small,2.0,smaller/equal to 5,A,H,10.7,9.8,10.3,27,241,5,True,8.0,False,2.33214389523559,5.484796933490655,0.6931471805599453,2.2823823856765264,2.3702437414678603
Jeep,SUV: Small,3.6,equal to 6,A,H,12.8,10.4,11.8,24,274,7,True,8.0,False,2.468099531471619,5.6131281063880705,1.2809338454620642,2.341805806147327,2.5494451709255714
Jeep,SUV: Small,3.6,equal to 6,A,H,12.0,9.8,11.0,26,258,5,True,8.0,False,2.3978952727983707,5.552959584921617,1.2809338454620642,2.2823823856765264,2.4849066497880004
Jeep,SUV: Small,3.6,equal to 6,M,H,13.7,9.6,11.8,24,277,5,True,smaller/equal to 6,False,2.468099531471619,5.6240175061873385,1.2809338454620642,2.2617630984737906,2.617395832834079
Jeep,SUV: Small,2.0,smaller/equal to 5,A,H,11.5,9.9,10.8,26,251,5,True,8.0,False,2.379546134130174,5.5254529391317835,0.6931471805599453,2.2925347571405443,2.4423470353692043
Jeep,SUV: Small,3.0,equal to 6,A,L,10.6,8.1,9.5,30,255,1,True,8.0,False,2.2512917986064953,5.541263545158426,1.0986122886681098,2.0918640616783932,2.3608540011180215
Jeep,SUV: Small,3.0,equal to 6,A,L,11.2,9.0,10.2,28,275,1,True,8.0,False,2.322387720290225,5.616771097666572,1.0986122886681098,2.1972245773362196,2.4159137783010487
Jeep,SUV: Small,3.6,equal to 6,A,H,12.9,10.2,11.7,24,275,7,True,8.0,False,2.4595888418037104,5.616771097666572,1.2809338454620642,2.322387720290225,2.5572273113676265
Jeep,SUV: Small,3.6,equal to 6,A,H,12.3,9.9,11.2,25,262,5,True,8.0,False,2.4159137783010487,5.568344503761097,1.2809338454620642,2.2925347571405443,2.509599262378372
Jeep,SUV: Small,3.6,equal to 6,M,H,13.8,10.1,12.2,23,285,5,True,smaller/equal to 6,False,2.501435951739211,5.652489180268651,1.2809338454620642,2.312535423847214,2.624668592163159
Jeep,SUV: Small,6.4,larger/equal to 8,A,L,18.5,14.1,16.5,17,387,1,True,8.0,False,2.803360380906535,5.958424693029782,1.8562979903656263,2.6461747973841225,2.917770732084279
Kia,Small,3.5,equal to 6,AS,H,12.0,8.9,10.6,27,252,5,False,8.0,False,2.3608540011180215,5.529429087511423,1.252762968495368,2.186051276738094,2.4849066497880004
Kia,Mid-size,1.6,smaller/equal to 5,AM,H,8.7,6.6,7.8,36,184,5,False,7.0,False,2.0541237336955462,5.214935757608986,0.47000362924573563,1.8870696490323797,2.163323025660538
Kia,Mid-size,2.0,smaller/equal to 5,AV,H,7.9,5.9,7.0,40,165,5,False,7.959025470653378,True,1.9459101490553132,5.10594547390058,0.6931471805599453,1.7749523509116738,2.066862759472976
Kia,Mid-size,2.0,smaller/equal to 5,M,H,8.8,6.1,7.6,37,178,5,False,smaller/equal to 6,False,2.028148247292285,5.181783550292085,0.6931471805599453,1.8082887711792655,2.174751721484161
Kia,Small,1.6,smaller/equal to 5,AM,H,8.9,6.9,8.0,35,190,5,False,7.0,False,2.0794415416798357,5.247024072160486,0.47000362924573563,1.9315214116032138,2.186051276738094
Kia,Small,2.0,smaller/equal to 5,AV,H,8.0,6.0,7.1,40,169,5,False,7.959025470653378,True,1.9600947840472698,5.1298987149230735,0.6931471805599453,1.791759469228055,2.0794415416798357
Kia,Small,2.5,smaller/equal to 5,AM,H,9.9,7.3,8.7,32,207,5,False,8.0,False,2.163323025660538,5.332718793265369,0.9162907318741551,1.9878743481543455,2.2925347571405443
Kia,Small,1.6,smaller/equal to 5,AS,H,9.2,7.0,8.2,34,195,5,True,8.0,False,2.1041341542702074,5.272999558563747,0.47000362924573563,1.9459101490553132,2.2192034840549946
Kia,Small,1.6,smaller/equal to 5,AM,H,4.4,4.9,4.6,61,110,7,False,smaller/equal to 6,False,1.5260563034950492,4.700480365792417,0.47000362924573563,1.589235205116581,1.4816045409242156
Kia,Small,1.6,smaller/equal to 5,AM,H,4.4,4.9,4.6,61,110,7,False,smaller/equal to 6,False,1.5260563034950492,4.700480365792417,0.47000362924573563,1.589235205116581,1.4816045409242156
Kia,Small,1.6,smaller/equal to 5,AM,H,5.0,5.6,5.3,53,124,7,False,smaller/equal to 6,False,1.667706820558076,4.820281565605037,0.47000362924573563,1.7227665977411035,1.6094379124341003
Kia,Large,1.6,smaller/equal to 5,AV,H,7.2,6.0,6.7,42,159,3,False,smaller/equal to 6,True,1.9021075263969205,5.0689042022202315,0.47000362924573563,1.791759469228055,1.9740810260220096
