Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emissions(g/km),Smog Rating,AllOrFourWheelDrive,NumberOfGears,isCVT,Log Fuel Consumption(Comb (L/100 km)),Log CO2 Emissions(g/km),Log Engine Size(L),Log Fuel Consumption(Hwy (L/100 km)),Log Fuel Consumption(City (L/100 km))
BMW,SUV: Standard,4.4,larger/equal to 8,AS,L,14.4,10.6,12.7,22,302,3,False,8.0,False,2.5416019934645457,5.71042701737487,1.4816045409242156,2.3608540011180215,2.667228206581955
BMW,SUV: Standard,3.0,equal to 6,AS,L,12.1,9.8,11.1,25,256,3,True,8.0,False,2.4069451083182885,5.545177444479562,1.0986122886681098,2.2823823856765264,2.4932054526026954
BMW,SUV: Standard,4.4,larger/equal to 8,AS,L,15.7,11.5,13.8,20,321,3,False,8.0,False,2.624668592163159,5.771441123130016,1.4816045409242156,2.4423470353692043,2.7536607123542622
BMW,Smallest,2.0,smaller/equal to 5,AS,L,9.4,7.4,8.5,33,199,7,False,8.0,False,2.1400661634962708,5.293304824724492,0.6931471805599453,2.0014800002101243,2.2407096892759584
BMW,Smallest,3.0,equal to 6,AS,L,10.8,8.1,9.6,29,223,5,False,8.0,False,2.2617630984737906,5.407171771460119,1.0986122886681098,2.0918640616783932,2.379546134130174
Bugatti,Smallest,8.0,larger/equal to 8,AM,L,26.8,16.6,22.2,13,522,1,False,7.0,False,3.100092288878234,6.257667587882639,2.0794415416798357,2.8094026953624978,3.288401887516811
Bugatti,Smallest,8.0,larger/equal to 8,AM,L,30.3,20.9,26.1,11,608,1,False,7.0,False,3.261935314328648,6.410174881966167,2.0794415416798357,3.039749158970765,3.4111477125153233
Bugatti,Smallest,8.0,larger/equal to 8,AM,L,30.3,20.9,26.1,11,608,1,False,7.0,False,3.261935314328648,6.410174881966167,2.0794415416798357,3.039749158970765,3.4111477125153233
Buick,SUV: Standard,3.6,equal to 6,A,H,13.0,9.1,11.2,25,263,6,False,9.0,False,2.4159137783010487,5.572154032177765,1.2809338454620642,2.2082744135228043,2.5649493574615367
Buick,SUV: Standard,3.6,equal to 6,A,H,13.6,9.6,11.8,24,277,6,True,9.0,False,2.468099531471619,5.6240175061873385,1.2809338454620642,2.2617630984737906,2.6100697927420065
Buick,SUV: Small,1.4,smaller/equal to 5,AS,H,9.7,7.3,8.6,33,201,7,False,smaller/equal to 6,False,2.151762203259462,5.303304908059076,0.3364722366212129,1.9878743481543455,2.272125885509337
Buick,SUV: Small,1.4,smaller/equal to 5,AS,H,10.2,7.7,9.1,31,214,7,True,smaller/equal to 6,False,2.2082744135228043,5.365976015021851,0.3364722366212129,2.0412203288596382,2.322387720290225
Buick,SUV: Small,1.2,smaller/equal to 5,AV,H,8.0,7.6,7.8,36,184,7,False,7.959025470653378,True,2.0541237336955462,5.214935757608986,0.1823215567939546,2.028148247292285,2.0794415416798357
Buick,SUV: Small,1.3,smaller/equal to 5,AV,H,8.2,7.4,7.9,36,185,7,False,7.959025470653378,True,2.066862759472976,5.220355825078324,0.26236426446749106,2.0014800002101243,2.1041341542702074
Buick,SUV: Small,1.3,smaller/equal to 5,A,H,9.0,8.2,8.6,33,201,7,True,9.0,False,2.151762203259462,5.303304908059076,0.26236426446749106,2.1041341542702074,2.1972245773362196
Buick,SUV: Small,2.0,smaller/equal to 5,AS,H,10.0,7.6,8.9,32,209,7,False,9.0,False,2.186051276738094,5.342334251964811,0.6931471805599453,2.028148247292285,2.302585092994046
Buick,SUV: Small,2.0,smaller/equal to 5,AS,H,10.5,8.2,9.5,30,220,7,True,9.0,False,2.2512917986064953,5.393627546352362,0.6931471805599453,2.1041341542702074,2.3513752571634776
Cadillac,Large,2.0,smaller/equal to 5,AS,L,10.2,7.0,8.8,32,206,7,False,8.0,False,2.174751721484161,5.327876168789581,0.6931471805599453,1.9459101490553132,2.322387720290225
Cadillac,Large,2.7,smaller/equal to 5,AS,L,11.0,7.6,9.5,30,221,6,False,10.0,False,2.2512917986064953,5.3981627015177525,0.9932517730102834,2.028148247292285,2.3978952727983707
Cadillac,Large,2.0,smaller/equal to 5,AS,L,10.5,7.6,9.2,31,216,7,True,8.0,False,2.2192034840549946,5.375278407684165,0.6931471805599453,2.028148247292285,2.3513752571634776
Cadillac,Large,2.7,smaller/equal to 5,AS,L,11.4,8.2,10.0,28,233,6,True,10.0,False,2.302585092994046,5.4510384535657,0.9932517730102834,2.1041341542702074,2.4336133554004498
Cadillac,Large,2.7,smaller/equal to 5,AS,L,11.9,8.2,10.2,28,239,6,False,10.0,False,2.322387720290225,5.476463551931511,0.9932517730102834,2.1041341542702074,2.4765384001174837
Cadillac,Large,2.7,smaller/equal to 5,AS,L,12.0,8.4,10.4,27,244,6,True,10.0,False,2.341805806147327,5.497168225293202,0.9932517730102834,2.128231705849268,2.4849066497880004
Cadillac,Large,3.6,equal to 6,AS,L,15.0,9.7,12.6,22,297,5,False,10.0,False,2.533696813957432,5.6937321388027,1.2809338454620642,2.272125885509337,2.70805020110221
Cadillac,Large,3.6,equal to 6,M,L,15.2,10.2,13.0,22,303,5,False,smaller/equal to 6,False,2.5649493574615367,5.713732805509369,1.2809338454620642,2.322387720290225,2.7212954278522306
Cadillac,Mid-size,2.0,smaller/equal to 5,AS,L,10.3,7.1,8.8,32,207,7,False,10.0,False,2.174751721484161,5.332718793265369,0.6931471805599453,1.9600947840472698,2.33214389523559
Cadillac,Mid-size,3.0,equal to 6,AS,L,12.4,8.7,10.7,26,252,5,False,10.0,False,2.3702437414678603,5.529429087511423,1.0986122886681098,2.163323025660538,2.517696472610991
Cadillac,Mid-size,2.0,smaller/equal to 5,AS,L,10.9,7.8,9.5,30,222,7,True,10.0,False,2.2512917986064953,5.402677381872279,0.6931471805599453,2.0541237336955462,2.388762789235098
Cadillac,Mid-size,3.0,equal to 6,AS,L,12.8,9.1,11.1,25,260,5,True,10.0,False,2.4069451083182885,5.560681631015528,1.0986122886681098,2.2082744135228043,2.5494451709255714
Cadillac,Mid-size,3.0,equal to 6,AS,L,12.8,8.7,11.0,26,258,5,False,10.0,False,2.3978952727983707,5.552959584921617,1.0986122886681098,2.163323025660538,2.5494451709255714
Cadillac,Mid-size,3.0,equal to 6,AS,L,12.8,9.1,11.1,25,260,5,True,10.0,False,2.4069451083182885,5.560681631015528,1.0986122886681098,2.2082744135228043,2.5494451709255714
Cadillac,Mid-size,6.2,larger/equal to 8,AS,L,18.1,10.7,14.8,19,346,3,False,10.0,False,2.6946271807700692,5.846438775057725,1.824549292051046,2.3702437414678603,2.89591193827178
Cadillac,Mid-size,6.2,larger/equal to 8,M,L,18.3,11.4,15.2,19,356,3,False,smaller/equal to 6,False,2.7212954278522306,5.87493073085203,1.824549292051046,2.4336133554004498,2.9069010598473755
Cadillac,SUV: Standard,3.0,equal to 6,A,L,11.7,9.0,10.5,27,281,3,True,10.0,False,2.3513752571634776,5.638354669333745,1.0986122886681098,2.1972245773362196,2.4595888418037104
Cadillac,SUV: Standard,6.2,larger/equal to 8,A,L,16.3,12.7,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.5416019934645457,2.791165107812717
Cadillac,SUV: Standard,6.2,larger/equal to 8,A,L,17.0,12.7,15.1,19,353,6,True,10.0,False,2.714694743820879,5.8664680569332965,1.824549292051046,2.5416019934645457,2.833213344056216
Cadillac,SUV: Small,2.0,smaller/equal to 5,AS,L,10.0,7.8,9.0,31,211,7,False,9.0,False,2.1972245773362196,5.351858133476067,0.6931471805599453,2.0541237336955462,2.302585092994046
Cadillac,SUV: Small,2.0,smaller/equal to 5,AS,L,10.9,8.2,9.7,29,225,7,True,9.0,False,2.272125885509337,5.41610040220442,0.6931471805599453,2.1041341542702074,2.388762789235098
Cadillac,SUV: Small,2.0,smaller/equal to 5,AS,L,10.8,8.2,9.6,29,225,7,False,9.0,False,2.2617630984737906,5.41610040220442,0.6931471805599453,2.1041341542702074,2.379546134130174
Cadillac,SUV: Small,2.0,smaller/equal to 5,AS,L,11.2,8.7,10.1,28,237,7,True,9.0,False,2.312535423847214,5.4680601411351315,0.6931471805599453,2.163323025660538,2.4159137783010487
Cadillac,SUV: Small,3.6,equal to 6,AS,H,12.9,9.2,11.2,25,263,6,True,9.0,False,2.4159137783010487,5.572154032177765,1.2809338454620642,2.2192034840549946,2.5572273113676265
Cadillac,SUV: Small,2.0,smaller/equal to 5,AS,L,11.2,9.0,10.2,28,239,7,True,9.0,False,2.322387720290225,5.476463551931511,0.6931471805599453,2.1972245773362196,2.4159137783010487
Cadillac,SUV: Small,3.6,equal to 6,AS,H,13.1,9.5,11.5,25,269,6,True,9.0,False,2.4423470353692043,5.594711379601839,1.2809338454620642,2.2512917986064953,2.5726122302071057
Chevrolet,SUV: Small,2.0,smaller/equal to 5,A,H,10.6,8.0,9.4,30,221,7,False,9.0,False,2.2407096892759584,5.3981627015177525,0.6931471805599453,2.0794415416798357,2.3608540011180215
Chevrolet,SUV: Small,3.6,equal to 6,A,H,12.3,8.8,10.7,26,252,6,False,9.0,False,2.3702437414678603,5.529429087511423,1.2809338454620642,2.174751721484161,2.509599262378372
Chevrolet,SUV: Small,2.0,smaller/equal to 5,A,H,10.8,8.7,9.9,29,232,7,True,9.0,False,2.2925347571405443,5.44673737166631,0.6931471805599453,2.163323025660538,2.379546134130174
Chevrolet,SUV: Small,3.6,equal to 6,A,H,12.6,9.2,11.0,26,259,6,True,9.0,False,2.3978952727983707,5.556828061699537,1.2809338454620642,2.2192034840549946,2.533696813957432
Chevrolet,Large,2.0,smaller/equal to 5,AS,L,10.9,7.8,9.5,30,222,5,False,8.0,False,2.2512917986064953,5.402677381872279,0.6931471805599453,2.0541237336955462,2.388762789235098
Chevrolet,Large,2.0,smaller/equal to 5,M,L,12.6,8.0,10.5,27,239,5,False,smaller/equal to 6,False,2.3513752571634776,5.476463551931511,0.6931471805599453,2.0794415416798357,2.533696813957432
Chevrolet,Large,3.6,equal to 6,AS,H,12.8,8.1,10.7,26,251,6,False,10.0,False,2.3702437414678603,5.5254529391317835,1.2809338454620642,2.0918640616783932,2.5494451709255714
Chevrolet,Large,3.6,equal to 6,M,H,14.4,9.1,12.0,24,281,6,False,smaller/equal to 6,False,2.4849066497880004,5.638354669333745,1.2809338454620642,2.2082744135228043,2.667228206581955
Chevrolet,Large,6.2,larger/equal to 8,AS,L,14.6,8.9,12.0,24,281,1,False,10.0,False,2.4849066497880004,5.638354669333745,1.824549292051046,2.186051276738094,2.681021528714291
Chevrolet,Large,6.2,larger/equal to 8,M,L,14.9,9.9,12.6,22,296,1,False,smaller/equal to 6,False,2.533696813957432,5.69035945432406,1.824549292051046,2.2925347571405443,2.7013612129514133
Chevrolet,Large,6.2,larger/equal to 8,AS,L,18.3,11.2,15.1,19,355,1,False,10.0,False,2.714694743820879,5.872117789475416,1.824549292051046,2.4159137783010487,2.9069010598473755
Chevrolet,Large,6.2,larger/equal to 8,M,L,17.2,12.0,14.9,19,349,1,False,smaller/equal to 6,False,2.7013612129514133,5.855071922202427,1.824549292051046,2.4849066497880004,2.8449093838194073
Chevrolet,Small,2.5,smaller/equal to 5,A,H,12.2,9.4,10.9,26,257,6,False,smaller/equal to 6,False,2.388762789235098,5.54907608489522,0.9162907318741551,2.2407096892759584,2.501435951739211
Chevrolet,Small,2.8,smaller/equal to 5,A,L,11.8,7.9,10.1,28,270,3,False,smaller/equal to 6,False,2.312535423847214,5.598421958998375,1.0296194171811581,2.066862759472976,2.468099531471619
Chevrolet,Small,3.6,equal to 6,A,H,12.9,9.3,11.3,25,263,6,False,8.0,False,2.424802725718295,5.572154032177765,1.2809338454620642,2.2300144001592104,2.5572273113676265
Chevrolet,Small,2.5,smaller/equal to 5,A,H,12.6,9.9,11.4,25,267,6,True,smaller/equal to 6,False,2.4336133554004498,5.58724865840025,0.9162907318741551,2.2925347571405443,2.533696813957432
Chevrolet,Small,2.8,smaller/equal to 5,A,L,12.2,8.4,10.5,27,283,3,True,smaller/equal to 6,False,2.3513752571634776,5.645446897643238,1.0296194171811581,2.128231705849268,2.501435951739211
Chevrolet,Small,3.6,equal to 6,A,H,14.0,9.9,12.1,23,283,6,True,8.0,False,2.4932054526026954,5.645446897643238,1.2809338454620642,2.2925347571405443,2.6390573296152584
Chevrolet,Small,2.8,smaller/equal to 5,A,L,13.3,10.6,12.1,23,326,3,True,smaller/equal to 6,False,2.4932054526026954,5.786897381366708,1.0296194171811581,2.3608540011180215,2.5877640352277083
Chevrolet,Small,3.6,equal to 6,A,H,15.0,13.0,14.1,20,329,6,True,8.0,False,2.6461747973841225,5.796057750765372,1.2809338454620642,2.5649493574615367,2.70805020110221
Chevrolet,Smallest,6.2,larger/equal to 8,AS,L,15.1,9.6,12.6,22,297,5,False,8.0,False,2.533696813957432,5.6937321388027,1.824549292051046,2.2617630984737906,2.714694743820879
Chevrolet,SUV: Small,1.5,smaller/equal to 5,A,H,8.9,7.7,8.4,34,198,7,False,smaller/equal to 6,False,2.128231705849268,5.288267030694535,0.4054651081081644,2.0412203288596382,2.186051276738094
Chevrolet,SUV: Small,1.5,smaller/equal to 5,A,H,9.4,8.0,8.8,32,208,7,True,smaller/equal to 6,False,2.174751721484161,5.337538079701318,0.4054651081081644,2.0794415416798357,2.2407096892759584
Chevrolet,Mid-size,1.5,smaller/equal to 5,AV,H,8.2,6.6,7.5,38,175,7,False,7.959025470653378,True,2.0149030205422647,5.1647859739235145,0.4054651081081644,1.8870696490323797,2.1041341542702074
Chevrolet,Mid-size,2.0,smaller/equal to 5,A,L,10.7,7.1,9.1,31,213,5,False,9.0,False,2.2082744135228043,5.3612921657094255,0.6931471805599453,1.9600947840472698,2.3702437414678603
Chevrolet,Pickup truck: Standard,2.7,smaller/equal to 5,A,H,12.5,10.6,11.6,24,274,6,False,8.0,False,2.451005098112319,5.6131281063880705,0.9932517730102834,2.3608540011180215,2.5257286443082556
Chevrolet,Pickup truck: Standard,3.0,equal to 6,A,L,10.2,7.5,8.9,32,240,3,False,10.0,False,2.186051276738094,5.480638923341991,1.0986122886681098,2.0149030205422647,2.322387720290225
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.2,12.3,14.5,19,341,3,False,smaller/equal to 6,False,2.6741486494265287,5.831882477283517,1.667706820558076,2.509599262378372,2.785011242238338
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,21.5,16.0,19.1,15,321,3,False,smaller/equal to 6,False,2.9496883350525844,5.771441123130016,1.667706820558076,2.772588722239781,3.068052935133617
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,15.1,11.3,13.4,21,314,6,False,8.0,False,2.5952547069568657,5.749392985908253,1.667706820558076,2.424802725718295,2.714694743820879
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,14.4,11.3,13.0,22,304,6,False,10.0,False,2.5649493574615367,5.717027701406222,1.667706820558076,2.424802725718295,2.667228206581955
Chevrolet,Pickup truck: Standard,2.7,smaller/equal to 5,A,H,13.9,12.0,13.1,22,306,6,True,8.0,False,2.5726122302071057,5.723585101952381,0.9932517730102834,2.4849066497880004,2.631888840136646
Chevrolet,Pickup truck: Standard,2.7,smaller/equal to 5,A,H,14.7,13.1,14.0,20,328,6,True,8.0,False,2.6390573296152584,5.793013608384144,0.9932517730102834,2.5726122302071057,2.6878474937846906
Chevrolet,Pickup truck: Standard,3.0,equal to 6,A,L,10.9,9.1,10.1,28,272,3,True,10.0,False,2.312535423847214,5.605802066295998,1.0986122886681098,2.2082744135228043,2.388762789235098
Chevrolet,Pickup truck: Standard,3.0,equal to 6,A,L,10.5,9.1,9.9,29,265,3,True,10.0,False,2.2925347571405443,5.579729825986222,1.0986122886681098,2.2082744135228043,2.3513752571634776
Chevrolet,Pickup truck: Standard,3.0,equal to 6,A,L,11.8,10.3,11.2,25,298,3,True,10.0,False,2.4159137783010487,5.697093486505405,1.0986122886681098,2.33214389523559,2.468099531471619
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.5,12.8,14.8,19,347,3,True,smaller/equal to 6,False,2.6946271807700692,5.849324779946859,1.667706820558076,2.5494451709255714,2.803360380906535
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,22.0,16.4,19.5,14,326,3,True,smaller/equal to 6,False,2.970414465569701,5.786897381366708,1.667706820558076,2.797281334830153,3.091042453358316
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,17.4,14.7,16.2,17,380,3,True,smaller/equal to 6,False,2.785011242238338,5.940171252720432,1.667706820558076,2.6878474937846906,2.856470206220483
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,23.1,19.6,21.5,13,358,3,True,smaller/equal to 6,False,3.068052935133617,5.8805329864007,1.667706820558076,2.975529566236472,3.139832617527748
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,15.6,11.9,13.9,20,327,6,True,8.0,False,2.631888840136646,5.7899601708972535,1.667706820558076,2.4765384001174837,2.747270914255491
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.9,13.3,15.3,18,359,6,True,8.0,False,2.72785282839839,5.883322388488279,1.667706820558076,2.5877640352277083,2.8273136219290276
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,14.7,11.8,13.4,21,314,6,True,10.0,False,2.5952547069568657,5.749392985908253,1.667706820558076,2.468099531471619,2.6878474937846906
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.8,12.4,14.8,19,347,6,True,10.0,False,2.6946271807700692,5.849324779946859,1.667706820558076,2.517696472610991,2.8213788864092133
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,15.3,12.3,13.9,20,327,6,True,10.0,False,2.631888840136646,5.7899601708972535,1.667706820558076,2.509599262378372,2.72785282839839
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.1,12.4,14.4,20,339,6,True,10.0,False,2.667228206581955,5.82600010738045,1.667706820558076,2.517696472610991,2.7788192719904172
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.6,14.0,15.4,18,361,6,True,10.0,False,2.7343675094195836,5.8888779583328805,1.667706820558076,2.6390573296152584,2.8094026953624978
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,16.8,13.9,15.5,18,364,6,True,10.0,False,2.740840023925201,5.8971538676367405,1.667706820558076,2.631888840136646,2.8213788864092133
Chevrolet,Pickup truck: Standard,5.3,larger/equal to 8,A,H,18.1,13.8,16.2,17,381,6,True,10.0,False,2.785011242238338,5.942799375126701,1.667706820558076,2.624668592163159,2.89591193827178
Chevrolet,Pickup truck: Standard,6.2,larger/equal to 8,A,L,15.7,11.9,14.0,20,329,6,True,10.0,False,2.6390573296152584,5.796057750765372,1.824549292051046,2.4765384001174837,2.7536607123542622
Chevrolet,Pickup truck: Standard,6.2,larger/equal to 8,A,L,16.6,12.3,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.509599262378372,2.8094026953624978
Chevrolet,Pickup truck: Standard,6.2,larger/equal to 8,A,L,16.5,13.2,15.0,19,352,6,True,10.0,False,2.70805020110221,5.863631175598097,1.824549292051046,2.580216829592325,2.803360380906535
Chevrolet,Pickup truck: Standard,6.2,larger/equal to 8,A,L,16.5,13.2,15.0,19,352,6,True,10.0,False,2.70805020110221,5.863631175598097,1.824549292051046,2.580216829592325,2.803360380906535
Chevrolet,Pickup truck: Standard,6.2,larger/equal to 8,A,L,18.2,14.2,16.4,17,385,6,True,10.0,False,2.797281334830153,5.953243334287785,1.824549292051046,2.653241964607215,2.9014215940827497
Chevrolet,Pickup truck: Standard,6.2,larger/equal to 8,A,L,16.7,14.1,15.5,18,366,6,True,10.0,False,2.740840023925201,5.902633333401366,1.824549292051046,2.6461747973841225,2.8154087194227095
Chevrolet,Large,1.4,smaller/equal to 5,AV,H,7.7,6.2,7.0,40,165,5,False,7.959025470653378,True,1.9459101490553132,5.10594547390058,0.3364722366212129,1.824549292051046,2.0412203288596382
Chevrolet,Large,1.4,smaller/equal to 5,M,H,8.0,6.2,7.2,39,170,5,False,smaller/equal to 6,False,1.9740810260220096,5.135798437050262,0.3364722366212129,1.824549292051046,2.0794415416798357
Chevrolet,SUV: Standard,3.0,equal to 6,A,L,11.2,8.7,10.1,28,272,3,False,10.0,False,2.312535423847214,5.605802066295998,1.0986122886681098,2.163323025660538,2.4159137783010487
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,15.8,11.8,14.0,20,327,6,False,10.0,False,2.6390573296152584,5.7899601708972535,1.667706820558076,2.468099531471619,2.760009940032921
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,16.0,11.9,14.1,20,332,6,False,10.0,False,2.6461747973841225,5.805134968916488,1.667706820558076,2.4765384001174837,2.772588722239781
Chevrolet,SUV: Standard,3.0,equal to 6,A,L,11.7,9.0,10.5,27,281,3,True,10.0,False,2.3513752571634776,5.638354669333745,1.0986122886681098,2.1972245773362196,2.4595888418037104
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,15.9,12.4,14.3,20,336,6,True,10.0,False,2.6602595372658615,5.817111159963204,1.667706820558076,2.517696472610991,2.766319109226186
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,17.0,12.7,15.1,19,354,6,True,10.0,False,2.714694743820879,5.869296913133774,1.667706820558076,2.5416019934645457,2.833213344056216
Chevrolet,SUV: Standard,6.2,larger/equal to 8,A,L,16.3,12.7,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.5416019934645457,2.791165107812717
Chevrolet,SUV: Standard,6.2,larger/equal to 8,A,L,17.0,12.7,15.1,19,353,6,True,10.0,False,2.714694743820879,5.8664680569332965,1.824549292051046,2.5416019934645457,2.833213344056216
Chevrolet,SUV: Standard,3.0,equal to 6,A,L,11.0,8.4,9.8,29,263,3,False,10.0,False,2.2823823856765264,5.572154032177765,1.0986122886681098,2.128231705849268,2.3978952727983707
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,15.8,11.8,14.0,20,327,6,False,10.0,False,2.6390573296152584,5.7899601708972535,1.667706820558076,2.468099531471619,2.760009940032921
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,16.0,11.9,14.1,20,332,6,False,10.0,False,2.6461747973841225,5.805134968916488,1.667706820558076,2.4765384001174837,2.772588722239781
Chevrolet,SUV: Standard,3.0,equal to 6,A,L,11.7,9.0,10.5,27,281,3,True,10.0,False,2.3513752571634776,5.638354669333745,1.0986122886681098,2.1972245773362196,2.4595888418037104
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,15.8,11.8,14.0,20,327,6,True,10.0,False,2.6390573296152584,5.7899601708972535,1.667706820558076,2.468099531471619,2.760009940032921
Chevrolet,SUV: Standard,5.3,larger/equal to 8,A,H,17.0,12.7,15.1,19,354,6,True,10.0,False,2.714694743820879,5.869296913133774,1.667706820558076,2.5416019934645457,2.833213344056216
Chevrolet,SUV: Standard,6.2,larger/equal to 8,A,L,16.3,12.7,14.7,19,345,6,True,10.0,False,2.6878474937846906,5.84354441703136,1.824549292051046,2.5416019934645457,2.791165107812717
Chevrolet,SUV: Standard,6.2,larger/equal to 8,A,L,17.0,12.7,15.1,19,353,6,True,10.0,False,2.714694743820879,5.8664680569332965,1.824549292051046,2.5416019934645457,2.833213344056216
Chevrolet,SUV: Small,1.2,smaller/equal to 5,AV,H,8.0,7.6,7.8,36,184,7,False,7.959025470653378,True,2.0541237336955462,5.214935757608986,0.1823215567939546,2.028148247292285,2.0794415416798357
Chevrolet,SUV: Small,1.3,smaller/equal to 5,AV,H,8.0,7.2,7.6,37,178,7,False,7.959025470653378,True,2.028148247292285,5.181783550292085,0.26236426446749106,1.9740810260220096,2.0794415416798357
Chevrolet,SUV: Small,1.3,smaller/equal to 5,A,H,8.9,7.8,8.4,34,197,7,True,9.0,False,2.128231705849268,5.2832037287379885,0.26236426446749106,2.0541237336955462,2.186051276738094
Chevrolet,SUV: Standard,3.6,equal to 6,A,H,13.0,8.8,11.1,25,260,6,False,9.0,False,2.4069451083182885,5.560681631015528,1.2809338454620642,2.174751721484161,2.5649493574615367
Chevrolet,SUV: Standard,3.6,equal to 6,A,H,13.6,9.6,11.8,24,277,6,True,9.0,False,2.468099531471619,5.6240175061873385,1.2809338454620642,2.2617630984737906,2.6100697927420065
Chevrolet,SUV: Small,1.4,smaller/equal to 5,AS,H,9.7,7.3,8.6,33,201,7,False,smaller/equal to 6,False,2.151762203259462,5.303304908059076,0.3364722366212129,1.9878743481543455,2.272125885509337
Chevrolet,SUV: Small,1.4,smaller/equal to 5,AS,H,10.2,7.7,9.1,31,214,7,True,smaller/equal to 6,False,2.2082744135228043,5.365976015021851,0.3364722366212129,2.0412203288596382,2.322387720290225
Chrysler,Small,3.6,equal to 6,A,H,12.4,7.8,10.3,27,242,5,False,8.0,False,2.33214389523559,5.488937726156687,1.2809338454620642,2.0541237336955462,2.517696472610991
Chrysler,Small,5.7,larger/equal to 8,A,H,14.7,9.4,12.3,23,289,3,False,8.0,False,2.509599262378372,5.666426688112432,1.7404661748405046,2.2407096892759584,2.6878474937846906
Chrysler,Small,3.6,equal to 6,A,H,12.8,8.7,11.0,26,258,5,True,8.0,False,2.3978952727983707,5.552959584921617,1.2809338454620642,2.163323025660538,2.5494451709255714
Chrysler,Small,3.6,equal to 6,A,H,12.4,8.4,10.6,27,249,5,False,9.0,False,2.3608540011180215,5.517452896464707,1.2809338454620642,2.128231705849268,2.517696472610991
Chrysler,Small,3.6,equal to 6,A,H,12.4,8.4,10.6,27,249,5,False,9.0,False,2.3608540011180215,5.517452896464707,1.2809338454620642,2.128231705849268,2.517696472610991
Chrysler,Small,3.6,equal to 6,A,H,14.1,9.4,12.0,24,279,5,True,9.0,False,2.4849066497880004,5.631211781821365,1.2809338454620642,2.2407096892759584,2.6461747973841225
Dodge,Mid-size,3.6,equal to 6,A,H,12.4,7.8,10.3,27,242,5,False,8.0,False,2.33214389523559,5.488937726156687,1.2809338454620642,2.0541237336955462,2.517696472610991
Dodge,Mid-size,5.7,larger/equal to 8,A,H,14.7,9.4,12.3,23,289,3,False,8.0,False,2.509599262378372,5.666426688112432,1.7404661748405046,2.2407096892759584,2.6878474937846906
Dodge,Mid-size,5.7,larger/equal to 8,M,L,15.6,10.1,13.1,22,307,1,False,smaller/equal to 6,False,2.5726122302071057,5.726847747587197,1.7404661748405046,2.312535423847214,2.747270914255491
Dodge,Mid-size,6.4,larger/equal to 8,A,L,15.8,9.6,13.0,22,305,1,False,8.0,False,2.5649493574615367,5.720311776607412,1.8562979903656263,2.2617630984737906,2.760009940032921
Dodge,Mid-size,6.4,larger/equal to 8,M,L,16.7,10.4,13.9,20,325,1,False,smaller/equal to 6,False,2.631888840136646,5.783825182329737,1.8562979903656263,2.341805806147327,2.8154087194227095
Dodge,Mid-size,3.6,equal to 6,A,H,12.8,8.7,11.0,26,258,5,True,8.0,False,2.3978952727983707,5.552959584921617,1.2809338454620642,2.163323025660538,2.5494451709255714
Dodge,Mid-size,6.4,larger/equal to 8,A,L,15.8,9.6,13.0,22,305,1,False,8.0,False,2.5649493574615367,5.720311776607412,1.8562979903656263,2.2617630984737906,2.760009940032921
Dodge,Mid-size,6.4,larger/equal to 8,M,L,16.7,10.4,13.9,20,325,1,False,smaller/equal to 6,False,2.631888840136646,5.783825182329737,1.8562979903656263,2.341805806147327,2.8154087194227095
